EDA_1645434908.000000,EDA_id,TEMP_1645434908.000000,BVP_1645434908.00,HR_1645434918.000000
4.0,S12,4.0,64.0,1.0
0.0,S12,31.39,-0.0,83.0
0.392205,S12,31.39,-0.0,69.0
0.683155,S12,31.39,-0.0,66.0
1.166629,S12,31.39,-0.0,67.75
0.86165,S12,31.39,-0.0,64.0
0.514305,S12,31.39,-0.0,83.67
0.81679,S12,31.39,-0.0,96.71
0.889848,S12,31.39,-0.0,106.0
0.901383,S12,31.35,-0.0,110.89
0.90651,S12,31.35,-0.0,114.1
0.929581,S12,31.35,0.0,116.64
0.950088,S12,31.35,0.01,115.0
0.966751,S12,31.37,0.01,111.54
0.983413,S12,31.37,-0.0,108.0
0.997512,S12,31.37,-0.03,105.4
1.014174,S12,31.37,-0.05,103.06
1.011611,S12,31.35,-0.05,100.88
1.012892,S12,31.35,0.0,99.0
1.012892,S12,31.35,0.13,97.26
1.014174,S12,31.35,0.36,95.65
1.012892,S12,31.35,0.66,94.24
1.006484,S12,31.35,1.01,93.05
0.99623,S12,31.35,1.37,91.78
0.994948,S12,31.35,1.72,90.71
0.979568,S12,31.37,2.06,89.84
0.930863,S12,31.37,2.4,89.0
0.968032,S12,31.37,2.79,88.19
0.960342,S12,31.37,3.24,87.68
0.962906,S12,31.35,3.8,87.21
0.974441,S12,31.35,4.42,86.67
0.977004,S12,31.35,5.06,86.45
0.983413,S12,31.35,5.66,86.31
0.989822,S12,31.35,6.2,86.18
0.993667,S12,31.35,6.68,86.09
0.997512,S12,31.35,7.15,86.03
1.00392,S12,31.35,7.68,85.97
1.007766,S12,31.35,8.31,86.03
1.00392,S12,31.35,9.14,86.08
1.00392,S12,31.35,10.09,86.18
1.001357,S12,31.35,11.04,86.28
1.000075,S12,31.33,11.88,86.37
1.00392,S12,31.33,12.56,86.43
1.007766,S12,31.33,13.14,86.53
1.015456,S12,31.33,13.76,86.64
1.012892,S12,31.35,14.65,86.78
1.014174,S12,31.35,15.96,86.91
1.019301,S12,31.35,17.91,86.83
1.030837,S12,31.35,20.32,86.75
1.038527,S12,31.35,22.9,86.65
1.043654,S12,31.35,25.38,86.54
1.048781,S12,31.35,27.58,86.29
1.055189,S12,31.35,29.57,86.06
1.060316,S12,31.31,31.68,85.83
1.060316,S12,31.31,34.32,85.59
1.060316,S12,31.31,37.81,85.36
1.057753,S12,31.31,42.54,85.14
1.056471,S12,31.33,48.15,84.93
1.051344,S12,31.33,54.1,84.72
1.047499,S12,31.33,59.83,84.53
1.043654,S12,31.33,64.97,84.35
1.038527,S12,31.33,69.58,84.2
1.035963,S12,31.33,74.14,84.5
1.034682,S12,31.33,79.34,84.72
1.029555,S12,31.33,85.71,84.7
1.026991,S12,31.31,93.76,85.08
1.023146,S12,31.31,103.0,83.25
1.023146,S12,31.31,112.62,81.55
1.024428,S12,31.31,121.73,79.93
1.029555,S12,31.33,129.77,78.67
1.032118,S12,31.33,136.75,77.52
1.043654,S12,31.33,143.3,76.4
1.04109,S12,31.33,150.75,76.03
1.050062,S12,31.29,157.77,76.13
1.055189,S12,31.29,166.64,76.37
1.059034,S12,31.29,177.95,76.48
1.053907,S12,31.29,191.79,76.62
1.043654,S12,31.31,206.97,76.78
0.993667,S12,31.31,220.57,76.93
0.983413,S12,31.31,228.25,77.08
0.961624,S12,31.31,225.36,77.25
0.929581,S12,31.27,208.53,77.38
0.909073,S12,31.27,176.87,77.48
0.937271,S12,31.27,132.76,77.65
0.95906,S12,31.27,80.05,77.78
0.956497,S12,31.27,23.07,77.88
0.965469,S12,31.27,-34.94,78.0
0.955215,S12,31.27,-92.44,78.15
0.969314,S12,31.27,-149.16,78.18
0.98085,S12,31.21,-205.23,78.22
1.000075,S12,31.21,-260.37,78.27
1.035963,S12,31.21,-313.74,78.17
1.075697,S12,31.21,-363.87,78.02
1.117993,S12,31.25,-409.83,77.85
1.16798,S12,31.25,-450.91,77.67
1.198741,S12,31.25,-486.5,77.45
1.226939,S12,31.25,-515.74,77.22
1.237193,S12,31.23,-537.23,76.93
1.24232,S12,31.23,-549.22,76.65
1.238475,S12,31.23,-549.96,76.33
1.233348,S12,31.23,-538.37,76.03
1.225657,S12,31.25,-514.21,75.75
1.211559,S12,31.25,-478.67,75.48
1.198741,S12,31.25,-433.88,75.18
1.187206,S12,31.25,-382.45,74.9
1.174389,S12,31.23,-327.02,74.6
