EDA_1644231372.000000,EDA_id,TEMP_1644231372.000000,BVP_1644231372.00,HR_1644231382.000000
4.0,S03,4.0,64.0,1.0
0.0,S03,33.11,-0.0,67.0
0.137111,S03,33.11,-0.0,68.5
0.194774,S03,33.11,-0.0,68.33
0.196055,S03,33.11,-0.0,68.75
0.197337,S03,33.11,-0.0,69.0
0.198618,S03,33.11,-0.0,70.33
0.197337,S03,33.11,-0.0,71.57
0.198618,S03,33.11,-0.0,72.62
0.198618,S03,33.11,-0.0,73.33
0.197337,S03,33.11,-0.0,74.0
0.198618,S03,33.11,0.0,74.36
0.198618,S03,33.11,0.01,74.67
0.198618,S03,33.13,0.01,74.85
0.198618,S03,33.13,-0.0,75.07
0.198618,S03,33.13,-0.03,76.0
0.198618,S03,33.13,-0.05,76.81
0.198618,S03,33.09,-0.05,77.53
0.197337,S03,33.09,0.0,78.11
0.198618,S03,33.09,0.13,78.58
0.198618,S03,33.09,0.36,79.0
0.198618,S03,33.13,0.66,79.43
0.198618,S03,33.13,1.01,79.77
0.198618,S03,33.13,1.37,80.0
0.197337,S03,33.13,1.72,80.21
0.197337,S03,33.15,2.06,80.4
0.198618,S03,33.15,2.4,80.58
0.198618,S03,33.15,2.79,80.74
0.198618,S03,33.15,3.24,80.96
0.197337,S03,33.13,3.8,81.07
0.198618,S03,33.13,4.42,81.27
0.198618,S03,33.13,5.06,81.48
0.197337,S03,33.13,5.66,81.75
0.197337,S03,33.11,6.2,82.12
0.197337,S03,33.11,6.68,82.71
0.198618,S03,33.11,7.15,83.29
0.198618,S03,33.11,7.68,83.83
0.198618,S03,33.11,8.31,84.41
0.197337,S03,33.11,9.14,84.92
0.198618,S03,33.11,10.09,85.44
0.198618,S03,33.11,11.04,85.93
0.197337,S03,33.13,11.88,86.34
0.198618,S03,33.13,12.56,86.71
0.197337,S03,33.13,13.14,87.0
0.198618,S03,33.13,13.76,87.36
0.198618,S03,33.15,14.65,87.53
0.198618,S03,33.15,15.96,87.7
0.198618,S03,33.15,17.91,87.77
0.1999,S03,33.15,20.32,87.81
0.198618,S03,33.13,22.9,87.84
0.1999,S03,33.13,25.38,87.54
0.198618,S03,33.13,27.58,87.25
0.198618,S03,33.13,29.57,86.98
0.198618,S03,33.13,31.68,86.72
0.198618,S03,33.13,34.32,86.46
0.198618,S03,33.13,37.81,86.22
0.198618,S03,33.13,42.54,85.96
0.198618,S03,33.11,48.15,85.74
0.198618,S03,33.11,54.1,85.52
0.1999,S03,33.11,59.83,85.32
0.202463,S03,33.11,64.97,85.13
0.1999,S03,33.13,69.58,85.25
0.198618,S03,33.13,74.14,85.32
0.1999,S03,33.13,79.34,85.42
0.201181,S03,33.13,85.71,85.48
0.201181,S03,33.15,93.76,85.53
0.202463,S03,33.15,103.0,85.47
0.201181,S03,33.15,112.62,85.37
0.201181,S03,33.15,121.73,85.25
0.201181,S03,33.15,129.77,85.15
0.202463,S03,33.15,136.75,85.03
0.201181,S03,33.15,143.3,84.93
0.202463,S03,33.15,150.75,84.83
0.201181,S03,33.15,157.77,84.75
0.201181,S03,33.15,166.64,84.63
0.201181,S03,33.15,177.95,84.33
0.201181,S03,33.15,191.79,84.03
0.1999,S03,33.15,206.97,83.75
0.201181,S03,33.15,220.57,83.5
0.203744,S03,33.15,228.25,83.28
