iter	Logloss
151	0.02703942428
152	0.02692089061
153	0.02685677682
154	0.0267374393
155	0.02664742817
156	0.0265716075
157	0.02648516755
158	0.02636287546
159	0.02625380383
160	0.02615899339
161	0.02603554766
162	0.02591452619
163	0.02583739428
164	0.02572162982
165	0.02560772043
166	0.02551817246
167	0.02544345071
168	0.02535004627
169	0.02522919928
170	0.02512489304
171	0.02504959735
172	0.02498150292
173	0.02488723869
174	0.02479796305
175	0.02470997974
176	0.02462814285
177	0.02454568973
178	0.02445403801
179	0.02439076329
180	0.02426300692
181	0.02418018599
182	0.0240982803
183	0.02405780789
184	0.02400696728
185	0.0239578735
186	0.02388107336
187	0.02380732719
188	0.02375450026
189	0.02369086377
190	0.02361349595
191	0.02351529531
192	0.02343240832
193	0.02334670534
194	0.02329928017
195	0.02323403948
196	0.02314484165
197	0.02310599802
198	0.02303923286
199	0.02297599292
200	0.02286958095
201	0.02277005911
202	0.02269376272
203	0.02260533894
204	0.02254344024
205	0.02246415429
206	0.02238080097
207	0.02234949162
208	0.02228424232
209	0.02222550141
210	0.02215809808
211	0.02209105086
212	0.02203206542
213	0.02195885099
214	0.02189322113
215	0.02183171118
216	0.02178493224
217	0.02173541528
218	0.0216561445
219	0.02157195353
220	0.02152666913
221	0.02145813142
222	0.02138410406
223	0.02135613036
224	0.02128742412
225	0.02122293437
226	0.02116430684
227	0.02109986528
228	0.021049791
229	0.02099759826
230	0.02096434871
231	0.02089456394
232	0.02083567131
233	0.02078882122
234	0.02073014473
235	0.02065119365
236	0.02058826899
237	0.02050337266
238	0.02045370612
239	0.02039519205
240	0.02034224701
241	0.02028046094
242	0.02022252007
243	0.02015820142
244	0.02010307343
245	0.02005754383
246	0.02003050493
247	0.01997493085
248	0.01993999351
249	0.01988765979
250	0.01984398985
251	0.01979703151
252	0.0197324468
253	0.01968213863
254	0.01964056032
255	0.01958506139
256	0.01952955909
257	0.0194789489
258	0.01942864805
259	0.019360396
260	0.01931414368
261	0.01926312224
262	0.01920831516
263	0.01915254087
264	0.01908582746
265	0.01902504332
266	0.01899772632
267	0.01896933314
268	0.01893430294
269	0.01888537591
270	0.01885755629
271	0.01879228057
272	0.01874752152
273	0.0186826452
274	0.0186416176
275	0.01859135321
276	0.01855131757
277	0.01850417211
278	0.01845852349
279	0.01843474494
280	0.01839051002
281	0.01832134212
282	0.01827478343
283	0.01824230052
284	0.01822226915
285	0.01818078588
286	0.01815631709
287	0.01813216348
288	0.01810645492
289	0.01807794144
290	0.01805055743
291	0.01799910575
292	0.01795512598
293	0.01790516274
294	0.0178630733
295	0.01783210078
296	0.01777227254
297	0.01773653503
298	0.01769983713
299	0.01765799664
300	0.01762277855
301	0.01758130947
302	0.01753491512
303	0.01748587234
304	0.01746603501
305	0.01744605418
306	0.01742605203
307	0.01739089698
308	0.01733406478
309	0.01729401881
310	0.01725470222
311	0.0172269479
312	0.01720354437
313	0.01716860803
314	0.01714784694
315	0.01709688596
316	0.01705323337
317	0.01701051193
318	0.01698587277
319	0.01695813559
320	0.01692022576
321	0.01688584185
322	0.01684790958
323	0.01681349362
324	0.01679232646
325	0.01674379792
326	0.0167251085
327	0.01668845029
328	0.0166595521
329	0.01663950407
330	0.01660514491
331	0.01656404109
332	0.0165333748
333	0.01648854406
334	0.01647065268
335	0.01642906348
336	0.01640902322
337	0.01637274088
338	0.01635404665
339	0.0163201894
340	0.01630795164
341	0.01627674317
342	0.01622316579
343	0.01619283412
344	0.01615144978
345	0.01611903885
346	0.01609298254
347	0.01605723932
348	0.01600072574
349	0.01596768794
350	0.01594498281
351	0.01591098754
352	0.01588473266
353	0.01584299984
354	0.01579992586
355	0.01576432674
356	0.01572461457
357	0.01568576606
358	0.01565100826
359	0.01563375099
360	0.01560022014
361	0.01556829593
362	0.01555425261
363	0.01551150048
364	0.01547913327
365	0.01544369786
366	0.01540292846
367	0.01538559802
368	0.01534118355
369	0.01532458793
370	0.01530190204
371	0.01527907195
372	0.01524312235
373	0.01521543992
374	0.01518736048
375	0.01517605115
376	0.01514622533
377	0.01512162215
378	0.01510392428
379	0.01506113507
380	0.01502557692
381	0.01501117625
382	0.01498675648
383	0.01494950261
384	0.01492378276
385	0.01490691342
386	0.01486899126
387	0.01483826804
388	0.01482404372
389	0.01479436354
390	0.01476452619
391	0.01475468147
392	0.01471947779
393	0.01469022807
394	0.01466176556
395	0.01463715592
396	0.01461425807
397	0.0145976277
398	0.01457548805
399	0.01455134247
400	0.01451833414
401	0.01450055145
402	0.01447715879
403	0.0144478472
404	0.01441129662
405	0.01438171289
406	0.01436180903
407	0.01433823931
408	0.01431287898
409	0.01430191435
410	0.01427192918
411	0.01425479685
412	0.01422300922
413	0.01419068293
414	0.01416399256
415	0.01415440195
416	0.01412200023
417	0.01410164408
418	0.01407994601
419	0.01406291884
420	0.01404261385
421	0.01401860025
422	0.01399272873
423	0.01397603189
424	0.01396547807
425	0.01395135641
426	0.01391924059
427	0.01389333054
428	0.01387226682
429	0.01384144324
430	0.01382535289
431	0.01381377389
432	0.01378297176
433	0.01376626011
434	0.01373078785
435	0.01370832651
436	0.01370035487
437	0.01368716654
438	0.01367268114
439	0.01367265411
440	0.01364200179
441	0.01363241545
442	0.01360731252
443	0.01359452566
444	0.01357289717
445	0.01354182949
446	0.01352558244
447	0.01351081024
448	0.0134921808
449	0.01346347728
450	0.01344345787
451	0.01341880846
452	0.01339339734
453	0.01337046674
454	0.01335155778
455	0.01333018789
456	0.01329946195
457	0.01328676019
458	0.01326202082
459	0.01324081215
460	0.0132190322
461	0.01320321442
462	0.01317818318
463	0.01316214395
464	0.01315023751
465	0.01313396505
466	0.01311338371
467	0.01307742848
468	0.01306054639
469	0.01304077713
470	0.01302130545
471	0.01299752641
472	0.01297622617
473	0.01295326706
474	0.01292878857
475	0.01290809085
476	0.01288912545
477	0.01287561804
478	0.01285137946
479	0.01283503216
480	0.01279855109
481	0.0127800276
482	0.01275722332
483	0.01273120616
484	0.01272349417
485	0.01270648473
486	0.01269562714
487	0.01266966125
488	0.01264874949
489	0.01263496259
490	0.01261073283
491	0.01259064619
492	0.0125756201
493	0.01256288757
494	0.01254376486
495	0.01252540998
496	0.0124970752
497	0.01247902456
498	0.0124583493
499	0.01242985146
500	0.01240973421
501	0.01239946785
502	0.01238736395
503	0.01236441297
504	0.0123437919
505	0.01232041956
506	0.01230667542
507	0.01229336137
508	0.01228646485
509	0.01226833335
510	0.01224729145
511	0.01222207225
512	0.01221047372
513	0.01219063719
514	0.01216855245
515	0.01214993671
516	0.01213462937
517	0.01211402563
518	0.01210016432
519	0.01208650839
520	0.01208644485
521	0.0120670322
522	0.01205149895
523	0.01203336102
524	0.01202318931
525	0.01201101718
526	0.01199095152
527	0.01198070198
528	0.01196870737
529	0.01196865212
530	0.01196861801
531	0.0119685988
532	0.01196857424
533	0.01195106351
534	0.01193243039
535	0.01192575875
536	0.01191384614
537	0.01190428186
538	0.01188576468
539	0.01187250296
540	0.0118724903
541	0.01187248162
542	0.01187248294
543	0.01187247692
544	0.01187247692
545	0.01187247692
546	0.01187247692
547	0.01187247692
548	0.01187247692
549	0.011860561
550	0.01183976738
551	0.01183974661
552	0.01183972922
553	0.0118397075
554	0.0118397002
555	0.01183969242
556	0.01183967043
557	0.01183965207
558	0.01183963986
559	0.01183963196
560	0.01183956811
561	0.01183956879
562	0.01183954844
563	0.01183952934
564	0.01183951289
565	0.011839511
566	0.0118394971
567	0.01183949485
568	0.01183937498
569	0.01183931157
570	0.01183927601
571	0.01183927601
572	0.01183927601
573	0.01183927601
574	0.01183924948
575	0.01183923558
576	0.01183921531
577	0.01183920026
578	0.01183917107
579	0.01183915177
580	0.01183911917
581	0.01183909531
582	0.01183907754
583	0.01183905473
584	0.01183904715
585	0.01183903158
586	0.01183901087
587	0.01183898093
588	0.01183896213
589	0.01183892925
590	0.01183891784
591	0.01183889755
592	0.01183887225
593	0.01183884145
594	0.01183884331
595	0.01183882504
596	0.01183882504
597	0.01182672246
598	0.01181808166
599	0.01180772561
600	0.01179196253
601	0.01178102422
602	0.01175519259
603	0.01174317545
604	0.01172242379
605	0.01170745325
606	0.01170743365
607	0.0116965622
608	0.01168868463
609	0.01167967195
610	0.01166092473
611	0.01165069241
612	0.01163987681
613	0.01162075732
614	0.01159950532
615	0.01158225477
616	0.01156367633
617	0.01155168404
618	0.01153606468
619	0.01151993388
620	0.01150408169
621	0.01149628064
622	0.01147470918
623	0.01145980473
624	0.0114505663
625	0.01145055464
626	0.01145055412
627	0.01144073714
628	0.01142236997
629	0.01140947796
630	0.01139261772
631	0.01137888374
632	0.01136419332
633	0.01134653797
634	0.01132581438
635	0.01131285252
636	0.01130141279
637	0.01129165487
638	0.01128067286
639	0.01128061204
640	0.01128058508
641	0.01128055943
642	0.01128050138
643	0.01128043613
644	0.01127046229
645	0.0112520234
646	0.01122564122
647	0.01121545563
648	0.01120254123
649	0.01118573418
650	0.01117312982
651	0.01115657773
652	0.01114469289
653	0.01112551755
654	0.01111465675
655	0.01110018349
656	0.01108363318
657	0.01106404322
658	0.01104920546
659	0.01102841686
660	0.01101102889
661	0.01099840236
662	0.01099828994
663	0.0109982796
664	0.01099826744
665	0.01099826613
666	0.01099821047
667	0.01099809395
668	0.01099312182
669	0.01097836185
670	0.01097187635
671	0.01094970098
672	0.01093619044
673	0.0109251612
674	0.01090697921
675	0.01089379505
676	0.01088385278
677	0.01087661839
678	0.01086338933
679	0.01085524245
680	0.0108398824
681	0.01082511964
682	0.01081432448
683	0.01079255967
684	0.01077748576
685	0.01076623753
686	0.01075128229
687	0.01073716958
688	0.01071945302
689	0.01070528092
690	0.01069664976
691	0.01068442913
692	0.01068441045
693	0.01068438823
694	0.01068438823
695	0.01068438823
696	0.01068437092
697	0.01068437092
698	0.0106843682
699	0.0106843682
700	0.0106843682
701	0.0106843682
702	0.01067563376
703	0.01067557683
704	0.01066784743
705	0.0106474352
706	0.01062879986
707	0.01062003393
708	0.01061040568
709	0.0106023445
710	0.0105903026
711	0.01056957955
712	0.01056952782
713	0.01056190138
714	0.01056190138
715	0.01054680258
716	0.01053258668
717	0.01051497482
718	0.01049982885
719	0.01049980639
720	0.01048836919
721	0.01047351033
722	0.01046279352
723	0.01046277445
724	0.01045369514
725	0.01045366793
726	0.01044619456
727	0.01043861208
728	0.010430681
729	0.0104203724
730	0.0104073633
731	0.01039682797
732	0.01038494969
733	0.01037030833
734	0.01036284438
735	0.01034845629
736	0.0103350264
737	0.01032290504
738	0.01031463524
739	0.01030208633
740	0.01028939368
741	0.01028095735
742	0.01026456144
743	0.01026454415
744	0.01026453814
745	0.01026443014
746	0.01026434034
747	0.0102643186
748	0.01026429664
749	0.01026426841
750	0.01026423649
751	0.01026421636
752	0.01026420926
753	0.0102641998
754	0.01026418982
755	0.01026417123
756	0.01026416392
757	0.01026415369
758	0.0102641018
759	0.01026405408
760	0.01026403731
761	0.01026402009
762	0.01026392496
763	0.0102638754
764	0.01026385093
765	0.01026383425
766	0.01026378153
767	0.01026376486
768	0.01026373863
769	0.01026371753
770	0.01026362542
771	0.01026359775
772	0.01024940825
773	0.01023813476
774	0.01022757457
775	0.01020919466
776	0.01019775252
777	0.01019004719
778	0.01018008029
779	0.01016824929
780	0.01015539514
781	0.01014147602
782	0.01014140667
783	0.01013084621
784	0.01012258423
785	0.01010624405
786	0.01010623975
787	0.01010623619
788	0.01010622281
789	0.0101062261
790	0.01010619642
791	0.01010616225
792	0.01010614799
793	0.01010612583
794	0.01010607676
795	0.01010605394
796	0.01010604704
797	0.01010603155
798	0.010106034
799	0.01010602771
800	0.010106022
801	0.01010602116
802	0.01010600928
803	0.01010599863
804	0.01010598752
805	0.01010596996
806	0.01010596176
807	0.01010594596
808	0.01010593691
809	0.01010592586
810	0.01010588232
811	0.01010582932
812	0.01010577653
813	0.01010575562
814	0.01010573525
815	0.01010571424
816	0.01010566463
817	0.01010565265
818	0.01010563793
819	0.01010562509
820	0.01010561233
821	0.01010560145
822	0.01010559854
823	0.01010558313
824	0.01010556663
825	0.01010555681
826	0.01010554866
827	0.01010553506
828	0.01010551811
829	0.01010550384
830	0.01010550488
831	0.01010548185
832	0.01010546479
833	0.01010547091
834	0.01010544553
835	0.0101054464
836	0.01010542757
837	0.01010539659
838	0.01010537649
839	0.01010535605
840	0.01010534323
841	0.01010530687
842	0.0100928606
843	0.01008322516
844	0.01008317236
845	0.01008315115
846	0.01008309841
847	0.01008307602
848	0.01008305663
849	0.01008303496
850	0.01008301568
851	0.01008299422
852	0.01008290063
853	0.01008284606
854	0.01008283033
855	0.01008281954
856	0.01008279039
857	0.01008269574
858	0.01008265231
859	0.01008264668
860	0.01008259232
861	0.01008257295
862	0.01008255379
863	0.01008250617
864	0.010082405
865	0.01008238666
866	0.01008235415
867	0.01008235371
868	0.01008234328
869	0.01008232003
870	0.01008226135
871	0.01008226135
872	0.01008226135
873	0.01008226248
874	0.01008225056
875	0.01008225056
876	0.01008225056
877	0.01008224263
878	0.01008224263
879	0.0100717994
880	0.01007174474
881	0.01007172797
882	0.01007170116
883	0.01007168598
884	0.01007166751
885	0.01007164246
886	0.01007154606
887	0.01007152703
888	0.01007150195
889	0.01007145457
890	0.01007141066
891	0.01007138753
892	0.01007135838
893	0.0100713425
894	0.01007132726
895	0.01007130978
896	0.01007128968
897	0.01007128191
898	0.01007126933
899	0.0100712174
900	0.0100711822
901	0.01007116778
902	0.01007115655
903	0.0100711253
904	0.01007110621
905	0.01007108214
906	0.01007108214
907	0.01007105974
908	0.01007101475
909	0.01007100612
910	0.01007099768
911	0.01007099661
912	0.01007099304
913	0.01007097846
914	0.01007097964
915	0.01007097937
916	0.01007096367
917	0.01007097141
918	0.01007092279
919	0.01007090126
920	0.01007090126
921	0.01007090126
922	0.01007089027
923	0.0100708846
924	0.01007087209
925	0.01007085204
926	0.01007085307
927	0.01007083777
928	0.01007082202
929	0.01007081263
930	0.01007080308
931	0.01007078509
932	0.01007077632
933	0.01007076622
934	0.01007074227
935	0.01007069302
936	0.01007064484
937	0.01007060823
938	0.0100705801
939	0.01007055568
940	0.01007053473
941	0.01007051179
942	0.01007050987
943	0.0100704968
944	0.01007049064
945	0.01007048645
946	0.01007047595
947	0.01007046653
948	0.0100704651
949	0.0100704147
950	0.01007036973
951	0.0100703212
952	0.0100703155
953	0.01007026978
954	0.01007025275
955	0.01007024002
956	0.01007020897
957	0.01007018441
958	0.01007015845
959	0.01007015023
960	0.01007005775
961	0.01007003202
962	0.01007000621
963	0.0100700008
964	0.01006994769
965	0.01006994016
966	0.01006990149
967	0.01006984548
968	0.01006982256
969	0.01006980339
970	0.01006978502
971	0.01006978881
972	0.01006977679
973	0.01006975836
974	0.01006975088
975	0.01006972793
976	0.01006972099
977	0.01006972104
978	0.01006971227
979	0.01006968386
980	0.01006964112
981	0.01006964112
982	0.01006964112
983	0.01006959268
984	0.01006958312
985	0.01006958252
986	0.01006957648
987	0.01006957222
988	0.0100695548
989	0.01006952397
990	0.01006950333
991	0.01006950333
992	0.0100694898
993	0.01006945776
994	0.01006942983
995	0.01006942868
996	0.01006942785
997	0.01006942235
998	0.01006941551
999	0.01006940553
