EDA_1645446989.000000,TEMP_1645446989.000000,BVP_1645446989.00,HR_1645446999.000000
4.0,4.0,64.0,1.0
0.0,30.81,-0.0,85.0
0.226782,30.81,-0.0,80.0
0.271626,30.81,-0.0,87.0
0.270345,30.81,-0.0,91.0
0.270345,30.81,-0.0,84.4
0.269063,30.81,-0.0,81.0
0.272907,30.81,-0.0,80.29
0.272907,30.81,-0.0,79.62
0.276751,30.83,-0.0,79.11
0.27547,30.83,-0.0,78.5
0.276751,30.83,0.0,77.64
0.276751,30.83,0.01,76.92
0.276751,30.81,0.01,76.31
0.274188,30.81,-0.0,75.71
0.274188,30.81,-0.03,75.07
0.276751,30.81,-0.05,74.5
0.276751,30.81,-0.05,73.94
0.276751,30.81,0.0,73.39
0.278032,30.81,0.13,73.0
0.27547,30.81,0.36,72.55
0.276751,30.81,0.66,72.1
0.274188,30.81,1.01,71.64
0.27547,30.81,1.37,71.22
0.274188,30.81,1.72,70.83
0.274188,30.81,2.06,70.52
0.276751,30.81,2.4,70.23
0.283157,30.81,2.79,69.93
0.281876,30.81,3.24,69.64
0.280595,30.81,3.8,69.48
0.279313,30.81,4.42,69.27
0.278032,30.81,5.06,69.06
0.276751,30.81,5.66,68.88
0.283157,30.83,6.2,68.61
0.274188,30.83,6.68,68.35
0.274188,30.83,7.15,68.11
0.274188,30.83,7.68,67.81
0.272907,30.81,8.31,67.51
0.276751,30.81,9.14,67.13
0.272907,30.81,10.09,67.05
0.271626,30.81,11.04,66.93
0.270345,30.79,11.88,66.9
0.270345,30.79,12.56,66.74
0.270345,30.79,13.14,66.6
0.271626,30.79,13.76,66.48
0.270345,30.79,14.65,66.33
0.269063,30.79,15.96,66.13
0.269063,30.79,17.91,65.91
0.267782,30.79,20.32,65.73
0.267782,30.79,22.9,65.51
0.267782,30.79,25.38,65.22
0.266501,30.79,27.58,64.98
0.266501,30.79,29.57,64.67
0.26522,30.79,31.68,64.43
0.26522,30.79,34.32,64.17
0.26522,30.79,37.81,63.96
0.261376,30.79,42.54,63.75
0.263938,30.79,48.15,63.65
0.262657,30.79,54.1,63.59
0.262657,30.79,59.83,63.53
0.263938,30.79,64.97,63.47
0.261376,30.79,69.58,63.03
0.261376,30.79,74.14,62.72
0.261376,30.79,79.34,61.93
0.260095,30.79,85.71,61.05
0.261376,30.77,93.76,60.92
0.261376,30.77,103.0,60.72
0.261376,30.77,112.62,60.3
0.260095,30.77,121.73,59.92
0.261376,30.79,129.77,59.92
0.260095,30.79,136.75,59.93
0.262657,30.79,143.3,60.18
0.258813,30.79,150.75,60.52
0.258813,30.77,157.77,60.85
0.257532,30.77,166.64,61.2
0.257532,30.77,177.95,61.58
0.256251,30.77,191.79,61.98
0.256251,30.79,206.97,62.42
0.256251,30.79,220.57,62.87
0.256251,30.79,228.25,63.27
0.258813,30.79,225.36,63.67
0.260095,30.77,208.53,64.08
0.261376,30.77,176.87,64.37
0.260095,30.77,132.76,64.67
0.257532,30.77,80.05,64.93
0.258813,30.79,23.07,65.17
0.257532,30.79,-34.94,65.42
0.256251,30.79,-92.44,65.65
0.25497,30.79,-149.16,65.87
0.256251,30.77,-205.23,66.03
0.256251,30.77,-260.37,66.23
0.256251,30.77,-313.74,66.48
0.260095,30.77,-363.87,66.75
0.263938,30.77,-409.83,67.07
0.263938,30.77,-450.91,67.37
0.263938,30.77,-486.5,67.65
0.26522,30.77,-515.74,67.98
0.274188,30.77,-537.23,68.22
0.271626,30.77,-549.22,68.53
0.272907,30.77,-549.96,68.6
0.27547,30.77,-538.37,68.68
0.278032,30.77,-514.21,68.62
0.276751,30.77,-478.67,68.67
0.274188,30.77,-433.88,68.67
0.263938,30.77,-382.45,68.62
0.261376,30.77,-327.02,68.58
0.26522,30.77,-269.84,68.6
0.263938,30.77,-212.63,68.63
0.261376,30.77,-156.66,68.67
0.261376,30.75,-102.95,68.75
0.261376,30.75,-52.37,68.93
0.261376,30.75,-5.9,69.08
0.263938,30.75,35.58,69.28
0.267782,30.75,71.43,69.45
0.267782,30.75,101.35,69.62
0.270345,30.75,125.5,69.68
0.271626,30.75,144.38,69.78
0.271626,30.75,158.69,69.8
0.272907,30.75,169.15,69.78
0.271626,30.75,176.37,69.85
0.271626,30.75,180.75,69.88
0.271626,30.77,182.57,69.97
0.269063,30.77,182.07,70.1
0.267782,30.77,179.51,70.23
0.266501,30.77,175.23,70.45
0.267782,30.75,169.65,70.65
0.263938,30.75,163.18,70.8
0.263938,30.75,156.15,71.0
0.262657,30.75,148.81,71.15
0.262657,30.75,141.3,70.92
0.261376,30.75,133.69,70.67
0.262657,30.75,126.02,70.27
0.261376,30.75,118.33,69.78
0.260095,30.75,110.69,69.25
0.260095,30.75,103.16,68.77
0.260095,30.75,95.8,68.57
0.258813,30.75,88.68,68.32
0.261376,30.73,81.83,68.0
0.258813,30.73,75.25,67.63
0.258813,30.73,68.95,67.28
0.260095,30.73,62.95,66.97
0.260095,30.71,57.25,66.67
0.258813,30.71,51.86,66.52
0.258813,30.71,46.78,66.32
0.258813,30.71,42.03,66.52
0.258813,30.75,37.59,66.82
0.258813,30.75,33.45,67.02
0.258813,30.75,29.61,67.32
0.256251,30.75,26.07,67.58
0.25497,30.73,22.81,67.85
0.256251,30.73,19.83,68.15
