EDA_1646059181.000000,EDA_id,TEMP_1646059181.000000,BVP_1646059181.00,HR_1646059191.000000
4.0,S24,4.0,64.0,1.0
0.0,S24,34.49,-0.0,85.0
0.065344,S24,34.49,-0.0,74.5
0.115313,S24,34.49,-0.0,70.33
0.114032,S24,34.49,-0.0,68.5
0.115313,S24,34.49,-0.0,67.6
0.115313,S24,34.49,-0.0,67.33
0.117875,S24,34.49,-0.0,67.14
0.117875,S24,34.49,-0.0,67.0
0.116594,S24,34.47,-0.0,66.78
0.116594,S24,34.47,-0.0,66.5
0.116594,S24,34.47,0.0,66.27
0.119157,S24,34.47,0.01,66.08
0.119157,S24,34.47,0.01,65.92
0.117875,S24,34.47,-0.0,65.79
0.119157,S24,34.47,-0.03,65.67
0.119157,S24,34.47,-0.05,65.56
0.117875,S24,34.45,-0.05,65.53
0.117875,S24,34.45,0.0,65.56
0.120438,S24,34.45,0.13,65.63
0.119157,S24,34.45,0.36,65.8
0.121719,S24,34.45,0.66,66.0
0.119157,S24,34.45,1.01,66.23
0.121719,S24,34.45,1.37,66.52
0.120438,S24,34.45,1.72,66.88
0.119157,S24,34.47,2.06,67.28
0.121719,S24,34.47,2.4,67.62
0.125563,S24,34.47,2.79,68.07
0.121719,S24,34.47,3.24,68.5
0.120438,S24,34.47,3.8,68.83
0.117875,S24,34.47,4.42,69.03
0.121719,S24,34.47,5.06,69.19
0.123,S24,34.47,5.66,69.31
0.123,S24,34.47,6.2,69.09
0.121719,S24,34.47,6.68,68.88
0.124282,S24,34.47,7.15,68.69
0.123,S24,34.47,7.68,68.5
0.123,S24,34.45,8.31,68.35
0.125563,S24,34.45,9.14,68.21
0.124282,S24,34.45,10.09,68.08
0.123,S24,34.45,11.04,67.95
0.124282,S24,34.47,11.88,67.85
0.123,S24,34.47,12.56,67.81
0.121719,S24,34.47,13.14,67.79
0.124282,S24,34.47,13.76,67.8
0.124282,S24,34.43,14.65,67.82
0.124282,S24,34.43,15.96,67.87
0.124282,S24,34.43,17.91,67.94
0.125563,S24,34.43,20.32,68.04
0.128125,S24,34.47,22.9,68.14
0.125563,S24,34.47,25.38,68.24
0.123,S24,34.47,27.58,68.33
0.124282,S24,34.47,29.57,68.4
0.125563,S24,34.45,31.68,68.45
0.123,S24,34.45,34.32,68.48
0.124282,S24,34.45,37.81,68.47
0.125563,S24,34.45,42.54,68.46
0.124282,S24,34.45,48.15,68.44
0.126844,S24,34.45,54.1,68.43
0.125563,S24,34.45,59.83,68.44
0.124282,S24,34.45,64.97,68.47
0.125563,S24,34.45,69.58,68.22
0.124282,S24,34.45,74.14,68.33
0.126844,S24,34.45,79.34,68.48
0.125563,S24,34.45,85.71,68.62
0.125563,S24,34.45,93.76,68.73
0.126844,S24,34.45,103.0,68.82
0.126844,S24,34.45,112.62,68.9
0.125563,S24,34.45,121.73,68.98
0.126844,S24,34.43,129.77,69.1
0.126844,S24,34.43,136.75,69.23
0.124282,S24,34.43,143.3,69.37
0.126844,S24,34.43,150.75,69.52
0.126844,S24,34.43,157.77,69.67
0.126844,S24,34.43,166.64,69.82
0.125563,S24,34.43,177.95,69.95
0.128125,S24,34.43,191.79,70.03
0.128125,S24,34.41,206.97,70.1
0.126844,S24,34.41,220.57,70.1
0.126844,S24,34.41,228.25,70.08
0.126844,S24,34.41,225.36,70.03
0.129407,S24,34.43,208.53,69.93
0.130688,S24,34.43,176.87,69.78
0.129407,S24,34.43,132.76,69.6
0.126844,S24,34.43,80.05,69.38
0.129407,S24,34.45,23.07,69.13
0.126844,S24,34.45,-34.94,68.9
0.128125,S24,34.45,-92.44,68.6
0.128125,S24,34.45,-149.16,68.3
0.128125,S24,34.43,-205.23,68.03
0.126844,S24,34.43,-260.37,67.83
0.128125,S24,34.43,-313.74,67.68
0.128125,S24,34.43,-363.87,67.55
0.128125,S24,34.43,-409.83,67.62
0.128125,S24,34.43,-450.91,67.68
0.129407,S24,34.43,-486.5,67.75
0.129407,S24,34.43,-515.74,67.82
0.129407,S24,34.43,-537.23,67.87
0.128125,S24,34.43,-549.22,67.92
0.129407,S24,34.43,-549.96,67.97
0.130688,S24,34.43,-538.37,68.0
0.129407,S24,34.45,-514.21,68.05
0.128125,S24,34.45,-478.67,68.0
0.129407,S24,34.45,-433.88,67.93
0.130688,S24,34.45,-382.45,67.85
0.130688,S24,34.43,-327.02,67.73
0.126844,S24,34.43,-269.84,67.58
0.130688,S24,34.43,-212.63,67.4
0.129407,S24,34.43,-156.66,67.27
0.128125,S24,34.45,-102.95,67.12
0.128125,S24,34.45,-52.37,66.93
0.129407,S24,34.45,-5.9,66.72
0.130688,S24,34.45,35.58,66.48
0.129407,S24,34.43,71.43,66.25
0.131969,S24,34.43,101.35,66.03
0.129407,S24,34.43,125.5,65.88
0.130688,S24,34.43,144.38,65.77
0.129407,S24,34.43,158.69,65.7
0.129407,S24,34.43,169.15,65.63
0.129407,S24,34.43,176.37,65.57
0.129407,S24,34.43,180.75,65.52
0.130688,S24,34.39,182.57,65.47
0.130688,S24,34.39,182.07,65.42
0.130688,S24,34.39,179.51,65.38
0.131969,S24,34.39,175.23,65.37
0.131969,S24,34.43,169.65,65.35
0.130688,S24,34.43,163.18,65.33
0.130688,S24,34.43,156.15,65.32
0.131969,S24,34.43,148.81,65.3
0.130688,S24,34.43,141.3,65.27
0.130688,S24,34.43,133.69,65.25
0.13325,S24,34.43,126.02,65.23
0.131969,S24,34.43,118.33,65.2
0.130688,S24,34.45,110.69,65.17
0.13325,S24,34.45,103.16,65.13
0.131969,S24,34.45,95.8,65.12
0.131969,S24,34.45,88.68,65.15
0.131969,S24,34.43,81.83,65.18
0.134532,S24,34.43,75.25,65.28
0.131969,S24,34.43,68.95,65.38
0.131969,S24,34.43,62.95,65.5
0.131969,S24,34.43,57.25,65.68
0.131969,S24,34.43,51.86,65.9
0.13325,S24,34.43,46.78,66.12
0.13325,S24,34.43,42.03,66.33
0.13325,S24,34.43,37.59,66.55
0.13325,S24,34.43,33.45,66.77
0.13325,S24,34.43,29.61,66.97
0.134532,S24,34.43,26.07,67.15
0.134532,S24,34.43,22.81,67.32
0.13325,S24,34.43,19.83,67.47
0.13325,S24,34.43,17.11,67.6
0.134532,S24,34.43,14.67,67.75
0.134532,S24,34.43,12.48,67.9
0.13325,S24,34.43,10.54,68.07
0.135813,S24,34.43,8.83,68.25
0.134532,S24,34.43,7.35,68.45
0.134532,S24,34.43,6.07,68.63
0.134532,S24,34.43,4.97,68.82
0.135813,S24,34.43,4.05,68.98
0.135813,S24,34.43,3.27,69.15
0.13325,S24,34.43,2.62,69.28
0.135813,S24,34.43,2.09,69.5
0.137094,S24,34.43,1.65,69.7
0.137094,S24,34.43,1.3,69.9
