EDA_1646048637.000000,TEMP_1646048637.000000,BVP_1646048637.00,HR_1646048647.000000
4.0,4.0,64.0,1.0
0.0,31.69,-0.0,59.0
0.830302,31.69,-0.0,58.5
1.088117,31.69,-0.0,80.0
0.844733,31.69,-0.0,84.5
0.84217,31.69,-0.0,82.4
0.844733,31.69,-0.0,78.0
0.840889,31.69,-0.0,74.86
0.839608,31.69,-0.0,72.5
0.839608,31.67,-0.0,70.67
0.838326,31.67,-0.0,69.2
0.839608,31.67,0.0,68.18
0.839608,31.67,0.01,67.5
0.838326,31.67,0.01,66.77
0.838326,31.67,-0.0,66.79
0.834482,31.67,-0.03,66.8
0.828076,31.67,-0.05,66.88
0.835764,31.65,-0.05,66.94
0.828076,31.65,0.0,67.11
0.830638,31.65,0.13,67.21
0.866516,31.65,0.36,67.3
0.92802,31.63,0.66,67.52
0.929301,31.63,1.01,67.68
0.887017,31.63,1.37,67.83
0.858828,31.63,1.72,67.96
0.852421,31.67,2.06,68.08
0.844733,31.67,2.4,68.19
0.843452,31.67,2.79,68.37
0.838326,31.67,3.24,68.61
0.840889,31.63,3.8,68.83
0.813981,31.63,4.42,69.03
0.802449,31.63,5.06,69.23
0.797324,31.63,5.66,69.44
0.798605,31.61,6.2,69.67
0.794761,31.61,6.68,69.88
0.792199,31.61,7.15,70.11
0.801168,31.61,7.68,70.33
0.815262,31.61,8.31,70.54
0.816544,31.61,9.14,70.74
0.816544,31.61,10.09,70.92
0.8127,31.61,11.04,71.05
0.813981,31.63,11.88,71.15
0.810137,31.63,12.56,71.38
0.815262,31.63,13.14,71.65
0.815262,31.63,13.76,71.89
0.816544,31.59,14.65,72.11
0.811419,31.59,15.96,72.35
0.810137,31.59,17.91,72.43
0.806293,31.59,20.32,72.48
0.799887,31.61,22.9,72.63
0.802449,31.61,25.38,72.76
0.802449,31.61,27.58,72.92
0.802449,31.61,29.57,73.0
0.801168,31.57,31.68,73.13
0.798605,31.57,34.32,73.26
0.799887,31.57,37.81,73.36
0.801168,31.57,42.54,73.38
0.790917,31.57,48.15,73.39
0.761447,31.57,54.1,73.4
0.761447,31.57,59.83,73.27
0.760165,31.57,64.97,73.2
0.758884,31.57,69.58,73.4
0.748633,31.57,74.14,73.55
0.751196,31.57,79.34,72.63
0.742227,31.57,85.71,72.13
0.739664,31.55,93.76,72.03
0.742227,31.55,103.0,72.23
0.737101,31.55,112.62,72.43
0.731976,31.55,121.73,72.65
0.734539,31.55,129.77,72.83
0.734539,31.55,136.75,73.02
0.728132,31.55,143.3,73.18
0.730695,31.55,150.75,73.32
0.728132,31.57,157.77,73.47
0.724288,31.57,166.64,73.48
0.720444,31.57,177.95,73.48
0.723007,31.57,191.79,73.45
0.719163,31.55,206.97,73.4
0.7166,31.55,220.57,73.3
0.707631,31.55,228.25,73.22
0.710193,31.55,225.36,73.12
0.710193,31.57,208.53,72.97
0.705068,31.57,176.87,72.85
0.715319,31.57,132.76,72.72
0.694817,31.57,80.05,72.6
0.699943,31.57,23.07,72.48
0.694817,31.57,-34.94,72.37
0.696099,31.57,-92.44,72.18
0.694817,31.57,-149.16,71.93
0.693536,31.57,-205.23,71.68
0.694817,31.57,-260.37,71.42
0.687129,31.57,-313.74,71.13
0.689692,31.57,-363.87,70.82
0.687129,31.59,-409.83,70.48
0.683285,31.59,-450.91,70.15
0.680723,31.59,-486.5,69.83
0.680723,31.59,-515.74,69.55
0.676879,31.59,-537.23,69.3
0.675597,31.59,-549.22,69.08
0.671753,31.59,-549.96,68.87
0.669191,31.59,-538.37,68.72
0.667909,31.63,-514.21,68.6
0.671753,31.63,-478.67,68.4
0.670472,31.63,-433.88,68.17
0.666628,31.63,-382.45,67.95
0.665347,31.65,-327.02,67.73
0.661503,31.65,-269.84,67.48
0.662784,31.65,-212.63,67.37
0.660221,31.65,-156.66,67.25
0.662784,31.65,-102.95,67.03
0.661503,31.65,-52.37,66.83
0.656377,31.65,-5.9,66.6
0.655096,31.65,35.58,66.43
0.657659,31.69,71.43,66.23
