EDA_1644842289.000000,TEMP_1644842289.000000,BVP_1644842289.00,HR_1644842299.000000
4.0,4.0,64.0,1.0
0.0,29.09,-0.0,103.0
0.449747,29.09,-0.0,113.5
0.547128,29.09,-0.0,109.0
0.543284,29.09,-0.0,95.5
0.544566,29.09,-0.0,95.0
0.547128,29.09,-0.0,97.33
0.549691,29.09,-0.0,99.0
0.550972,29.09,-0.0,100.25
0.552254,29.09,-0.0,101.22
0.553535,29.09,-0.0,101.8
0.554816,29.09,0.0,102.27
0.557379,29.09,0.01,102.67
0.55866,29.09,0.01,103.0
0.55866,29.09,-0.0,103.29
0.561223,29.09,-0.03,103.6
0.55866,29.09,-0.05,103.94
0.559942,29.07,-0.05,104.24
0.562504,29.07,0.0,104.5
0.563786,29.07,0.13,104.74
0.563786,29.07,0.36,105.0
0.56763,29.07,0.66,105.19
0.566348,29.07,1.01,105.27
0.568911,29.07,1.37,105.3
0.56763,29.07,1.72,105.29
0.570192,29.07,2.06,105.28
0.572755,29.07,2.4,105.27
0.572755,29.07,2.79,105.26
0.575318,29.07,3.24,105.11
0.572755,29.09,3.8,104.97
0.572755,29.09,4.42,104.87
0.574036,29.09,5.06,104.81
0.574036,29.09,5.66,104.72
0.576599,29.07,6.2,104.52
0.576599,29.07,6.68,104.18
0.57788,29.07,7.15,103.8
0.579162,29.07,7.68,103.47
0.580443,29.05,8.31,103.22
0.57788,29.05,9.14,102.87
0.579162,29.05,10.09,102.54
0.579162,29.05,11.04,102.28
0.579162,29.05,11.88,101.95
0.57788,29.05,12.56,101.62
0.580443,29.05,13.14,101.3
0.57788,29.05,13.76,101.02
0.576599,29.07,14.65,100.67
0.576599,29.07,15.96,100.41
0.579162,29.07,17.91,100.15
0.581724,29.07,20.32,99.83
0.579162,29.09,22.9,99.63
0.579162,29.09,25.38,99.38
0.579162,29.09,27.58,99.18
0.579162,29.09,29.57,98.96
0.581724,29.07,31.68,98.75
0.579162,29.07,34.32,98.52
0.580443,29.07,37.81,98.35
0.581724,29.07,42.54,98.21
0.583006,29.09,48.15,98.07
0.583006,29.09,54.1,97.93
0.583006,29.09,59.83,97.83
0.588131,29.09,64.97,97.7
0.583006,29.09,69.58,97.53
0.581724,29.09,74.14,97.05
0.583006,29.09,79.34,96.97
0.585568,29.09,85.71,97.62
0.583006,29.09,93.76,97.67
0.581724,29.09,103.0,97.53
0.583006,29.09,112.62,97.53
0.584287,29.09,121.73,97.53
0.585568,29.07,129.77,97.53
0.58685,29.07,136.75,97.52
0.584287,29.07,143.3,97.5
0.58685,29.07,150.75,97.48
0.583006,29.09,157.77,97.45
0.58685,29.09,166.64,97.43
0.585568,29.09,177.95,97.35
0.585568,29.09,191.79,97.28
0.585568,29.09,206.97,97.23
0.58685,29.09,220.57,97.2
0.585568,29.09,228.25,97.17
0.583006,29.09,225.36,97.13
0.585568,29.11,208.53,97.2
0.589412,29.11,176.87,97.28
0.598382,29.11,132.76,97.38
0.595819,29.11,80.05,97.5
0.588131,29.11,23.07,97.62
0.58685,29.11,-34.94,97.73
0.588131,29.11,-92.44,97.85
0.588131,29.11,-149.16,98.03
0.590694,29.09,-205.23,98.23
0.590694,29.09,-260.37,98.4
0.591975,29.09,-313.74,98.55
0.591975,29.09,-363.87,98.7
0.591975,29.09,-409.83,98.92
0.590694,29.09,-450.91,99.2
0.591975,29.09,-486.5,99.52
0.5971,29.09,-515.74,99.82
0.593256,29.09,-537.23,100.08
0.595819,29.09,-549.22,100.42
0.593256,29.09,-549.96,100.75
0.593256,29.09,-538.37,101.05
0.595819,29.09,-514.21,101.4
0.591975,29.09,-478.67,101.75
0.593256,29.09,-433.88,102.1
0.591975,29.09,-382.45,102.43
0.593256,29.09,-327.02,102.85
0.594538,29.09,-269.84,103.2
0.594538,29.09,-212.63,103.58
0.594538,29.09,-156.66,104.03
0.579162,29.09,-102.95,104.37
0.576599,29.09,-52.37,104.73
0.580443,29.09,-5.9,105.03
0.57788,29.09,35.58,105.37
0.57788,29.09,71.43,105.72
0.57788,29.09,101.35,106.1
0.576599,29.09,125.5,106.45
