EDA_1645456369.000000,EDA_id,TEMP_1645456369.000000,BVP_1645456369.00,HR_1645456379.000000
4.0,S17,4.0,64.0,1.0
0.0,S17,31.71,-0.0,83.0
0.094818,S17,31.71,-0.0,78.0
0.157604,S17,31.71,-0.0,71.0
0.16401,S17,31.71,-0.0,68.0
0.167854,S17,31.71,-0.0,66.0
0.167854,S17,31.71,-0.0,66.67
0.170417,S17,31.71,-0.0,66.71
0.17298,S17,31.71,-0.0,66.75
0.174261,S17,31.73,-0.0,66.67
0.175542,S17,31.73,-0.0,66.9
0.170417,S17,31.73,0.0,67.18
0.124289,S17,31.73,0.01,67.33
0.133258,S17,31.73,0.01,67.54
0.138384,S17,31.73,-0.0,67.71
0.143509,S17,31.73,-0.03,67.67
0.142228,S17,31.73,-0.05,68.38
0.140946,S17,31.73,-0.05,68.94
0.143509,S17,31.73,0.0,69.5
0.143509,S17,31.73,0.13,69.84
0.14479,S17,31.73,0.36,70.25
0.14479,S17,31.73,0.66,70.76
0.143509,S17,31.73,1.01,71.23
0.14479,S17,31.73,1.37,71.52
0.14479,S17,31.73,1.72,71.75
0.147353,S17,31.73,2.06,72.28
0.147353,S17,31.73,2.4,72.77
0.147353,S17,31.73,2.79,73.33
0.146072,S17,31.73,3.24,73.82
0.146072,S17,31.75,3.8,74.24
0.147353,S17,31.75,4.42,74.63
0.147353,S17,31.75,5.06,74.52
0.146072,S17,31.75,5.66,73.78
0.148634,S17,31.73,6.2,73.06
0.148634,S17,31.73,6.68,72.41
0.151197,S17,31.73,7.15,71.74
0.151197,S17,31.73,7.68,71.28
0.151197,S17,31.77,8.31,70.95
0.151197,S17,31.77,9.14,70.53
0.149916,S17,31.77,10.09,70.18
0.149916,S17,31.77,11.04,69.82
0.152478,S17,31.75,11.88,69.44
0.151197,S17,31.75,12.56,69.5
0.151197,S17,31.75,13.14,69.67
0.151197,S17,31.75,13.76,69.86
0.152478,S17,31.75,14.65,69.98
0.155041,S17,31.75,15.96,70.11
0.155041,S17,31.75,17.91,70.23
0.155041,S17,31.75,20.32,70.31
0.155041,S17,31.77,22.9,70.37
0.15376,S17,31.77,25.38,70.5
0.155041,S17,31.77,27.58,70.63
0.156322,S17,31.77,29.57,70.88
0.155041,S17,31.79,31.68,71.13
0.155041,S17,31.79,34.32,71.37
0.155041,S17,31.79,37.81,71.51
0.156322,S17,31.79,42.54,71.71
0.156322,S17,31.77,48.15,71.91
0.155041,S17,31.77,54.1,72.1
